"student_id","first_name","last_name","type_id_number","identification_number","date_of_birth","email","address","gender","nationality","country_code","phone_number","program","state_program","current_semester","Number_of_credits_approved","credits_remaining","GPA","enrollment_date","student_status","advisor_id","advisor_name","scholarship","payment_status","academic_standing","course_load","marital_status","library_books_borrowed"
"STU000483","David","Murray","CC","8935226051","2003-07-31","david.murray@university.edu.co","529 Thomas Locks Apt. 151, South Marissa, IN 37284","Male","Colombia","+57","3979930997","Finance","Withdrawn","4","44","107","3.7356961902850814","2022-07-13","Inactive","ADV0014","Daniel Houston","False","Paid","Average","20","Single","2"
"STU000484","Sean","Green","CC","380369719","2004-01-30","sean.green@university.edu.co","5815 Thomas Fork Suite 691, Lindsayburgh, NC 00765","Male","Mexico","+52","3285726311","Software Engineering","Withdrawn","2","31","141","4.216482278127621","2024-03-30","Inactive","ADV0016","Penny Rodriguez","False","Late","Good","17","Single","2"
"STU000485","Taylor","Simmons","CC","4409933792","2004-09-13","taylor.simmons@university.edu.co","USS Harris, FPO AP 09284","Male","Colombia","+57","3607682801","Civil Engineering","Enrolled","4","72","92","3.410460370763741","2021-12-17","Active","ADV0044","Jennifer Burns","False","Paid","Average","16","Single","4"
"STU000486","Robert","Graham","CC","8661951108","2001-06-30","robert.graham@university.edu.co","67172 John Bypass Suite 761, Anitastad, GA 09045","Other","Venezuela","+58","4987483327","Anthropology","Enrolled","8","141","22","3.171811948800715","2024-11-11","Active","ADV0027","Michael Ward","False","Late","Average","19","Single","2"
"STU000487","Kevin","Nelson","CC","7937166645","2000-10-10","kevin.nelson@university.edu.co","1140 Christopher Forks Apt. 921, Chungburgh, RI 74720","Male","Colombia","+57","3643964210","Cybersecurity","Enrolled","6","120","48","3.399333929153904","2024-02-24","Active","ADV0008","Jacob Roman","False","Paid","Average","20","Single","4"
"STU000488","Jason","Carter","CC","8865514013","2004-10-26","jason.carter@university.edu.co","91578 Megan Port Apt. 959, Deborahland, MA 24416","Male","Colombia","+57","3282135791","Mechanical Engineering","Enrolled","3","56","101","3.443623513401487","2022-08-17","Active","ADV0011","Susan Grant","False","Pending","Average","16","Single","7"
"STU000489","Benjamin","Hoffman","TI","5700483896","2008-10-21","benjamin.hoffman@university.edu.co","97261 Morgan Court, Millston, NC 54072","Male","Colombia","+57","3297999902","History","Enrolled","4","69","82","3.529933241449422","2025-01-28","Active","ADV0044","Maria Moran","False","Late","Average","19","Single","2"
"STU000490","Kayla","Bennett","CC","1118888460","2000-02-13","kayla.bennett@university.edu.co","80621 Julie Extension, North Michaelbury, DC 19593","Female","Venezuela","+58","4949396741","Chemistry","Withdrawn","3","52","116","4.352190260932451","2021-11-24","Inactive","ADV0036","Daniel Harvey","False","Paid","Good","15","Single","1"
"STU000491","Kimberly","Davis","CC","3293310485","2004-08-27","kimberly.davis@university.edu.co","391 Marshall Valley Suite 527, New David, VT 91658","Other","Colombia","+57","3928221227","Artificial Intelligence","Enrolled","7","123","48","3.372468143500235","2023-07-03","Active","ADV0036","Darlene Welch","False","Late","Average","16","Single","0"
"STU000492","Joel","Aguirre","CC","9736685374","2006-06-11","joel.aguirre@university.edu.co","05300 Avila Meadows, New Davidmouth, NC 96675","Male","Colombia","+57","3964154707","Industrial Engineering","Enrolled","5","89","51","3.323239875604251","2023-12-14","Active","ADV0028","Laura Nunez","False","Pending","Average","16","Single","3"
"STU000493","Scott","Diaz","CC","8802354574","2004-04-21","scott.diaz@university.edu.co","89678 Franklin Forks Apt. 201, Lake Daniel, KY 50831","Male","Colombia","+57","3840006679","Nursing","Enrolled","7","128","44","3.533202027598506","2021-07-14","Active","ADV0036","Robert Bautista","False","Pending","Average","20","Married","1"
"STU000494","Melanie","Harris","CC","5072517780","2002-02-20","melanie.harris@university.edu.co","9614 Edward Plains, Larryburgh, KY 33571","Female","Colombia","+57","3714940298","Architecture","Enrolled","2","54","87","3.1554629162375867","2023-03-23","Active","ADV0020","Jeremy Lindsey","False","Paid","Average","16","Single","2"
"STU000495","Ralph","Thomas","CC","7952036395","2003-06-05","ralph.thomas@university.edu.co","4717 Summer Crossing Suite 533, Munozside, MP 56502","Male","Colombia","+57","3495249575","Sociology","Enrolled","6","103","49","4.005048992452064","2024-04-07","Active","ADV0036","Donald Wilson","False","Pending","Good","19","Single","1"
"STU000496","Andrea","Lawson","CC","231572367","2003-09-03","andrea.lawson@university.edu.co","936 Dennis Ways Suite 911, West Brad, OH 25269","Female","Ecuador","+593","9983168761","Music","Enrolled","6","120","50","3.097833596332096","2022-04-06","Active","ADV0033","Morgan Greer","False","Paid","Average","20","Single","4"
"STU000497","Sydney","Mullins","CC","1002923028","2005-12-13","sydney.mullins@university.edu.co","1898 Kimberly Islands Apt. 638, Joshuabury, CO 20551","Female","Colombia","+57","3375212411","Nursing","Withdrawn","6","109","50","3.243075304486794","2023-07-04","Inactive","ADV0014","Paul Campbell","False","Paid","Average","17","Single","4"
"STU000498","Kelly","Combs","CC","1332383285","2001-09-20","kelly.combs@university.edu.co","USNS Moreno, FPO AA 36478","Female","Colombia","+57","3245822188","Pharmacy","Enrolled","2","35","108","3.5893276557579297","2024-12-23","Active","ADV0042","Chelsea Long","False","Pending","Average","20","Single","1"
"STU000499","Jose","Valdez","CC","188424468","2006-07-31","jose.valdez@university.edu.co","698 Johnathan Trail, Ricestad, ND 79998","Male","Colombia","+57","3811417392","Anthropology","Enrolled","4","70","71","3.319647285358556","2024-01-10","Active","ADV0013","Dr. Jenna Myers DDS","False","Late","Average","18","Single","2"
"STU000500","Eric","Keller","CC","8930612869","2003-02-01","eric.keller@university.edu.co","660 Torres Curve, East Jennifer, MO 14782","Male","Colombia","+57","3723934075","Biology","Withdrawn","7","131","28","3.445343524234634","2025-01-10","Inactive","ADV0042","Matthew Rodriguez","False","Pending","Average","18","Single","4"
"STU000501","Gregory","Roberts","CC","7059138593","2001-01-03","gregory.roberts@university.edu.co","0845 Murphy Court, Caldwellville, CA 05339","Male","Colombia","+57","3108215331","Pharmacy","Enrolled","5","99","44","3.5665652351654322","2024-06-11","Active","ADV0033","Jeffrey Garcia","False","Paid","Average","19","Single","6"
"STU000502","Kenneth","Steele","CC","4723885108","2000-11-06","kenneth.steele@university.edu.co","4026 Mcdowell Trace Suite 886, Port Christopherborough, MD 48764","Male","Colombia","+57","3138302742","Accounting","Suspended","3","62","96","3.7293197323254472","2024-03-26","Inactive","ADV0016","Barbara Henry","False","Late","Average","18","Single","0"
"STU000503","Deborah","Hanson","CC","4560572091","2007-12-11","deborah.hanson@university.edu.co","89027 Joshua Landing, East Jasonmouth, MA 33387","Female","Colombia","+57","3717000401","Electrical Engineering","Suspended","4","59","115","4.1046012702161505","2023-11-03","Inactive","ADV0007","Lee Bond","False","Pending","Good","18","Single","2"
"STU000504","Paul","Johnson","CC","4912752857","2006-03-28","paul.johnson@university.edu.co","37029 Jason River Apt. 649, Smithshire, IL 86916","Male","Colombia","+57","3412602285","Anthropology","Enrolled","3","45","121","3.5554367760555987","2021-10-21","Active","ADV0001","Kathryn Pollard","False","Paid","Average","15","Single","2"
"STU000505","Christopher","Smith","CC","3707622786","2003-04-11","christopher.smith@university.edu.co","2858 Coleman Ford, New Victoriafort, SD 93596","Male","Colombia","+57","3384351065","Biology","Suspended","4","58","117","3.7728326185639878","2024-08-19","Inactive","ADV0023","Dwayne Johnson","False","Late","Average","16","Single","1"
"STU000506","Michael","Sanchez","CC","4150790279","1999-07-06","michael.sanchez@university.edu.co","5943 Erika Brook Apt. 120, New Joshuaville, OH 56652","Male","Colombia","+57","3701851344","Information Technology","Enrolled","1","15","163","3.581387044235095","2022-05-01","Active","ADV0002","Bonnie Coleman","False","Late","Average","20","Single","4"
"STU000507","David","Smith","CC","6810786540","2004-12-08","david.smith@university.edu.co","35360 Gregory Rapids Suite 478, New Joanbury, PR 25254","Male","Colombia","+57","3902500890","Pharmacy","Enrolled","2","0","149","3.965463872343084","2023-08-15","Active","ADV0027","Eddie Ali","False","Pending","Average","19","Single","3"
"STU000508","Timothy","Blankenship","CC","5534691830","2005-06-26","timothy.blankenship@university.edu.co","966 Jacob Fords Suite 085, Kimberlyberg, AL 30660","Male","Peru","+51","9296395499","Nursing","Enrolled","5","0","167","2.7168046713542355","2022-06-27","Active","ADV0031","Eric Hoffman","False","Paid","Poor","19","Single","4"
"STU000509","Nicole","Sherman","CC","4870351580","2005-11-03","nicole.sherman@university.edu.co","245 Rangel Shore Suite 247, West Michellemouth, WA 64736","Female","Colombia","+57","3632733485","Mechanical Engineering","Withdrawn","3","70","70","2.9728443719548805","2023-10-03","Inactive","ADV0038","Ray Harris","False","Late","Poor","16","Single","1"
"STU000510","Jamie","Flores","TI","524126311","2008-06-08","jamie.flores@university.edu.co","328 Mcintyre Radial Apt. 076, Millsbury, HI 04483","Female","Colombia","+57","3960398205","Electrical Engineering","Enrolled","4","73","85","4.440854720725617","2024-06-21","Active","ADV0014","Philip Rodriguez","False","Late","Good","18","Single","0"
"STU000511","David","Robinson","CC","3582929667","2004-02-28","david.robinson@university.edu.co","636 Schmidt Via, Ramirezfurt, WY 78555","Male","Colombia","+57","3816494934","Psychology","Enrolled","3","72","101","3.988582292387672","2021-08-02","Active","ADV0039","Lance Howard","False","Late","Average","16","Single","4"
"STU000512","John","Ford","CC","6861606294","2002-08-14","john.ford@university.edu.co","862 Johnson Creek, Mooreshire, PR 60677","Male","Colombia","+57","3260837329","Psychology","Enrolled","5","87","70","4.033423804983292","2022-05-03","Active","ADV0007","Stephanie Craig","False","Paid","Good","19","Single","0"
"STU000513","Regina","Miller","CC","3714701644","2002-03-23","regina.miller@university.edu.co","Unit 5088 Box 6227, DPO AA 45436","Female","Colombia","+57","3278800370","Pharmacy","Enrolled","3","59","93","3.8715051256821984","2024-05-09","Active","ADV0003","Jennifer Smith","False","Late","Average","15","Single","0"
"STU000514","Ronnie","Pope","CC","3341727553","2002-08-24","ronnie.pope@university.edu.co","29439 Tracey Plains Suite 076, Anthonyside, NV 93011","Male","Colombia","+57","3944830733","Biotechnology","Suspended","6","102","60","3.4401143719084066","2021-06-01","Inactive","ADV0030","Daniel Sullivan","False","Pending","Average","16","Single","1"
"STU000515","Howard","Cole","CC","9737224551","2003-08-22","howard.cole@university.edu.co","75851 Levy Tunnel Apt. 324, North Michaelville, FL 43109","Male","Colombia","+57","3267503604","Psychology","Withdrawn","3","62","105","3.497261000138198","2023-03-08","Inactive","ADV0005","Linda Vasquez","False","Pending","Average","16","Single","2"
"STU000516","Mark","Taylor","CC","9142530441","2007-10-25","mark.taylor@university.edu.co","00041 Brown View, West Adammouth, NE 64779","Male","Colombia","+57","3760739283","Music","Enrolled","3","48","131","2.841625702211009","2023-12-25","Active","ADV0049","Rebekah Gardner","False","Late","Poor","20","Single","2"
"STU000517","Deborah","Rodriguez","CC","5776430049","1999-08-12","deborah.rodriguez@university.edu.co","Unit 9751 Box 3423, DPO AA 53787","Female","Colombia","+57","3912148388","Computer Science","Enrolled","6","50","116","2.947320575675947","2023-07-06","Active","ADV0031","Christopher Cabrera","False","Pending","Poor","20","Single","1"
"STU000518","Jeremy","Curry","CC","1513760426","2003-04-05","jeremy.curry@university.edu.co","24111 Timothy Overpass Suite 144, East Samantha, ND 89151","Male","Colombia","+57","3753093325","Music","Enrolled","4","66","99","4.084516993673281","2023-11-06","Active","ADV0013","Valerie Thompson","False","Late","Good","15","Single","5"
"STU000519","David","Jordan","CC","1217026456","2003-01-09","david.jordan@university.edu.co","31626 John Ford Apt. 808, Gardnermouth, VA 58749","Male","Colombia","+57","3120417366","Cybersecurity","Enrolled","7","128","26","3.1009087180755226","2024-06-16","Active","ADV0023","Mr. Edward King","False","Paid","Average","18","Single","3"
"STU000520","Anna","Harvey","TI","1676414591","2008-11-02","anna.harvey@university.edu.co","09470 Boyd Island, South Elizabeth, PA 18392","Female","Colombia","+57","3259060809","Data Science","Withdrawn","7","117","46","3.427214744480306","2022-08-07","Inactive","ADV0001","Lisa Morgan","False","Late","Average","19","Single","3"
"STU000521","Veronica","George","CC","7126137187","2005-04-29","veronica.george@university.edu.co","1986 Kevin Field, Port Justin, PR 74906","Female","Argentina","+54","9826109303","Engineering","Enrolled","1","20","149","3.923894616943095","2023-12-10","Active","ADV0006","Debra Boyer","False","Late","Average","20","Single","5"
"STU000522","Christopher","Jensen","CC","2543735960","2001-05-04","christopher.jensen@university.edu.co","535 Rodriguez Village Suite 855, Smithchester, SD 37758","Male","Colombia","+57","3681826025","Music","Enrolled","5","91","55","5.0","2023-01-14","Active","ADV0007","Paul Carter","True","Pending","Excellent","15","Single","4"
"STU000523","Erica","Sanchez","CC","3986166531","2001-01-19","erica.sanchez@university.edu.co","31640 Fletcher Valley Apt. 876, Garciachester, VI 64088","Female","Brazil","+55","9592962114","Civil Engineering","Enrolled","6","104","37","3.0943178923370316","2022-05-25","Active","ADV0040","Dylan Moore","False","Paid","Average","17","Single","2"
"STU000524","Stacey","Bell","CC","7470837053","2000-10-28","stacey.bell@university.edu.co","921 Hill Plains Suite 672, South Jonathan, KY 83550","Female","Colombia","+57","3772235325","Anthropology","Enrolled","7","134","38","2.87095724142912","2024-07-23","Active","ADV0044","Ana Santiago","False","Pending","Poor","18","Single","4"
"STU000525","George","Hughes","CC","8276665871","2002-03-21","george.hughes@university.edu.co","888 Richard Row Apt. 239, East Vanessa, MP 05993","Male","Colombia","+57","3467355082","Psychology","Withdrawn","1","4","156","3.477702497443529","2021-09-11","Inactive","ADV0026","Kristina Evans","False","Pending","Average","18","Single","3"
"STU000526","Cody","Campos","CC","4169062356","2006-02-08","cody.campos@university.edu.co","25922 Lindsey Turnpike Suite 848, Davisview, PW 79889","Male","Venezuela","+58","4434546524","Chemistry","Enrolled","3","54","86","3.819127554178807","2024-06-05","Active","ADV0043","Christopher Smith","False","Paid","Average","15","Married","5"
"STU000527","Kim","Evans","CC","4665648447","2001-04-18","kim.evans@university.edu.co","7524 William Brooks Suite 398, Silvaview, HI 08928","Female","Colombia","+57","3361729715","Medicine","Enrolled","5","40","107","2.57082774444749","2024-11-11","Active","ADV0019","Brandon Pham","False","Paid","Poor","19","Single","2"
"STU000528","Jimmy","Reid","CC","1412751734","2002-01-19","jimmy.reid@university.edu.co","7931 Bryan Estate, West Joshua, NH 90007","Male","Colombia","+57","3432002542","Accounting","Enrolled","4","69","81","4.1320439608683195","2024-12-19","Active","ADV0035","Todd Moore","False","Pending","Good","20","Single","8"
"STU000529","Olivia","Clark","CC","3600555736","1999-04-21","olivia.clark@university.edu.co","18741 Ashley Heights, Haleymouth, NY 43854","Female","Colombia","+57","3237463522","Entrepreneurship","Withdrawn","4","70","88","2.4620693383860326","2023-12-23","Inactive","ADV0020","Gabriella Clay","False","Late","Poor","16","Married","3"
"STU000530","Tonya","Bennett","CC","9096025525","2003-08-12","tonya.bennett@university.edu.co","715 Smith Motorway Apt. 824, Myersport, ND 28005","Female","Venezuela","+58","4442643605","Entrepreneurship","Withdrawn","7","123","34","3.1816307586557393","2021-05-14","Inactive","ADV0014","Christopher Henderson","False","Pending","Average","17","Single","4"
"STU000531","Mary","Graham","CC","5077570002","1999-07-31","mary.graham@university.edu.co","297 George Freeway, Julieberg, CT 90597","Female","Colombia","+57","3758282822","Entrepreneurship","Enrolled","3","39","126","3.678343121661669","2023-10-23","Active","ADV0007","Michael Walsh","False","Pending","Average","16","Single","2"
"STU000532","Stephanie","Freeman","TI","2175624802","2008-12-08","stephanie.freeman@university.edu.co","8247 Rice Burgs, Michaelbury, OH 99603","Female","Colombia","+57","3603993127","Political Science","Enrolled","2","6","172","3.553879633558715","2021-07-08","Active","ADV0002","Julie Roberts","False","Pending","Average","20","Single","1"
"STU000533","Joshua","Maxwell","TI","1997663471","2009-03-25","joshua.maxwell@university.edu.co","0798 Margaret Meadow, Lake Kimberly, MP 15830","Male","Colombia","+57","3882178849","Marketing","Suspended","6","99","77","4.122299763902037","2025-03-04","Inactive","ADV0020","Nathaniel Lee","False","Paid","Good","16","Single","2"
"STU000534","Laura","York","CC","277151144","2000-10-02","laura.york@university.edu.co","11493 Wilcox Spring, Jacobburgh, IL 51293","Female","Colombia","+57","3472082234","Accounting","Enrolled","1","16","164","2.1276847633989315","2022-01-19","Active","ADV0009","Brittany Lopez","False","Late","Poor","16","Single","3"
"STU000535","Michael","Lopez","CC","7481269303","2005-10-07","michael.lopez@university.edu.co","54833 Hunter Haven Apt. 280, Maysberg, MP 07605","Male","Colombia","+57","3285269472","Information Technology","Enrolled","9","168","0","3.78186654510104","2022-12-26","Active","ADV0030","Dylan Garcia","False","Late","Average","15","Single","2"
"STU000536","Amanda","Smith","CC","2140164274","2002-01-08","amanda.smith@university.edu.co","70297 Christopher Wall Apt. 937, East Benjamin, ME 82855","Female","Colombia","+57","3555235656","Pharmacy","Enrolled","5","93","47","3.4089065795196327","2024-01-03","Active","ADV0001","Courtney Johnston","False","Paid","Average","18","Single","3"
"STU000537","Kenneth","Ruiz","TI","1805588330","2009-01-02","kenneth.ruiz@university.edu.co","943 Danielle Course, West Troy, VA 93314","Male","Colombia","+57","3554727306","Biology","Suspended","1","24","149","3.0461231379152935","2022-07-25","Inactive","ADV0043","Nathan James","False","Late","Average","15","Single","3"
"STU000538","James","Cook","TI","2259394790","2008-11-05","james.cook@university.edu.co","077 Rogers Mission, Johnberg, SD 02246","Male","Colombia","+57","3795800854","Electrical Engineering","Withdrawn","4","35","107","3.88966882825013","2024-05-21","Inactive","ADV0045","James Rodriguez","False","Pending","Average","18","Single","3"
"STU000539","Joshua","Rodriguez","CC","7321955980","2000-02-05","joshua.rodriguez@university.edu.co","PSC 0876, Box 8629, APO AA 03559","Male","Chile","+56","9577374905","Entrepreneurship","Enrolled","5","108","59","2.6439522937705657","2023-01-28","Active","ADV0017","Julie Santiago","False","Paid","Poor","20","Single","4"
"STU000540","Andrew","Green","CC","1506029336","2005-05-03","andrew.green@university.edu.co","722 Roger Forges Apt. 407, Matthewfort, ME 29317","Male","Colombia","+57","3644383321","Pharmacy","Suspended","9","162","4","2.9843279089877592","2022-05-03","Inactive","ADV0027","Miguel Mendoza","False","Paid","Poor","20","Single","3"
"STU000541","Justin","Morris","CC","6529692263","2000-10-14","justin.morris@university.edu.co","65739 Christopher Route, Guzmantown, UT 02640","Male","Colombia","+57","3978383838","Biotechnology","Suspended","5","60","116","4.015623464780795","2022-03-17","Inactive","ADV0005","Tammy Cooper","False","Late","Good","15","Single","7"
"STU000542","Whitney","Griffith","CC","3336566179","2006-01-04","whitney.griffith@university.edu.co","27056 Patrick Mission Apt. 073, Hollychester, MD 19851","Female","Colombia","+57","3724746461","Artificial Intelligence","Withdrawn","8","142","0","4.176252802621456","2024-01-23","Inactive","ADV0041","Logan Cunningham","False","Paid","Good","18","Single","4"
"STU000543","Angela","Gallegos","CC","1389849738","2000-01-14","angela.gallegos@university.edu.co","956 David Prairie, Lake Cody, AK 04986","Female","Colombia","+57","3630654001","Artificial Intelligence","Enrolled","1","20","124","4.239577003831549","2023-06-24","Active","ADV0004","Heather Anderson","False","Pending","Good","19","Single","4"
"STU000544","James","Johnson","CC","5053507273","2005-02-14","james.johnson@university.edu.co","4530 Gutierrez Mount, North Timothy, RI 33306","Male","Colombia","+57","3841720938","International Relations","Enrolled","3","58","112","4.097848442169527","2022-12-25","Active","ADV0027","Edwin Shaw","False","Paid","Good","15","Single","3"
"STU000545","David","Peterson","CC","3536117405","2001-10-08","david.peterson@university.edu.co","4170 Craig Overpass, Christinestad, MD 92556","Male","Colombia","+57","3966365933","Electrical Engineering","Enrolled","5","89","70","3.188227983448477","2023-10-09","Active","ADV0024","Nicholas Gilmore","False","Pending","Average","19","Single","2"
"STU000546","Douglas","Gonzales","CC","3581698177","2001-09-19","douglas.gonzales@university.edu.co","18564 John Throughway Suite 611, Johnsonville, NY 41722","Male","Colombia","+57","3535673180","Electrical Engineering","Enrolled","7","127","16","3.0767330681528793","2022-09-07","Active","ADV0043","Linda Collins","False","Pending","Average","19","Single","3"
"STU000547","David","Hancock","CC","6644104154","2000-05-29","david.hancock@university.edu.co","Unit 5560 Box 0715, DPO AP 30488","Male","Colombia","+57","3825270095","Nursing","Enrolled","6","120","41","3.94059884484087","2023-05-10","Active","ADV0049","Christine Morgan","False","Pending","Average","20","Single","3"
"STU000548","John","Dudley","CC","3386439422","2005-09-25","john.dudley@university.edu.co","USCGC Weaver, FPO AA 32065","Male","Colombia","+57","3235325077","Architecture","Suspended","4","75","69","3.4987555912444854","2022-11-16","Inactive","ADV0035","Jennifer Walker","False","Late","Average","16","Single","2"
"STU000549","Russell","White","CC","9796837270","1999-08-03","russell.white@university.edu.co","1178 Garrett Stream Apt. 811, Cindymouth, VT 06686","Male","Peru","+51","9248812317","Finance","Enrolled","1","17","147","3.410526862145163","2023-03-08","Active","ADV0006","Andrew Graham","False","Late","Average","15","Single","5"
"STU000550","David","King","CC","9783260440","2003-04-24","david.king@university.edu.co","USNS Best, FPO AP 12042","Male","Colombia","+57","3740509304","History","Suspended","2","24","152","3.5041721165549187","2022-07-18","Inactive","ADV0021","Jessica Taylor","False","Late","Average","18","Married","3"
"STU000551","Charles","Fowler","CC","5364873749","2007-01-18","charles.fowler@university.edu.co","97523 Noble Square Apt. 382, Port Darlenestad, OR 25710","Male","Colombia","+57","3850145857","Chemistry","Enrolled","5","82","67","3.1623243266763748","2025-01-10","Active","ADV0006","Danielle Schwartz","False","Late","Average","18","Single","5"
"STU000552","Jason","Mayo","CC","5475874217","2006-03-10","jason.mayo@university.edu.co","0959 Harvey Fort Suite 063, Richardberg, MA 32401","Male","Venezuela","+58","4503879705","Sociology","Suspended","2","41","116","4.286765656285393","2023-05-02","Inactive","ADV0021","Kathleen Crawford","False","Paid","Good","18","Single","3"
"STU000553","Thomas","Franklin","CC","5833384998","2006-12-24","thomas.franklin@university.edu.co","3264 George Burg, New Cathyfort, WV 47215","Male","Colombia","+57","3468390232","Sociology","Withdrawn","6","91","53","4.576722102814152","2024-05-28","Inactive","ADV0044","Sarah Torres","True","Pending","Excellent","18","Married","2"
"STU000554","Hannah","Murray","CC","9342717009","2003-11-16","hannah.murray@university.edu.co","092 Diaz Junctions Apt. 107, Lopezland, UT 42931","Female","Colombia","+57","3819139278","Philosophy","Enrolled","4","90","73","3.5162640219904966","2023-08-27","Active","ADV0018","Julie West","False","Late","Average","17","Single","1"
"STU000555","Jason","Oconnor","CC","805207393","2003-11-10","jason.oconnor@university.edu.co","8631 White Canyon, West Pedrobury, MO 74677","Male","Colombia","+57","3213769378","Music","Enrolled","4","65","96","3.5546910151226196","2025-01-27","Active","ADV0037","Todd Smith","False","Pending","Average","15","Single","2"
"STU000556","Kenneth","Solis","CC","3345322012","2003-07-11","kenneth.solis@university.edu.co","Unit 0187 Box 3132, DPO AE 70478","Male","Colombia","+57","3281265787","Graphic Design","Enrolled","4","71","89","4.40206760930433","2022-02-06","Active","ADV0017","Christopher Walsh","False","Paid","Good","19","Single","7"
"STU000557","Christopher","Moore","CC","7968119488","2003-11-04","christopher.moore@university.edu.co","9734 Davis Plaza, Byrdfort, MD 08300","Male","Colombia","+57","3474380439","Economics","Enrolled","3","46","108","3.9315075342853265","2025-02-01","Active","ADV0006","Thomas Carey","False","Late","Average","19","Single","1"
"STU000558","John","Cobb","CC","7352763066","2005-04-08","john.cobb@university.edu.co","Unit 6022 Box 9113, DPO AE 59698","Male","Colombia","+57","3477216934","Sociology","Enrolled","3","53","99","3.602510639231498","2023-03-06","Active","ADV0025","Kristi Carr","False","Late","Average","15","Single","3"
"STU000559","Megan","Sanders","CC","1016650060","1999-11-08","megan.sanders@university.edu.co","466 Rice Fork Apt. 761, North Seanview, MH 93317","Female","Colombia","+57","3690168261","Chemistry","Enrolled","8","142","24","3.5908484122567685","2023-03-09","Active","ADV0034","Andrew Johnson","False","Pending","Average","20","Single","2"
"STU000560","Kaitlyn","Callahan","CC","8940726196","2003-03-11","kaitlyn.callahan@university.edu.co","6331 Diaz Junctions Suite 303, Chloestad, DC 90116","Female","Colombia","+57","3677499959","Sociology","Enrolled","4","90","65","3.664349559086377","2023-04-26","Active","ADV0026","Timothy Harris","False","Late","Average","15","Single","6"
"STU000561","Melanie","Mcbride","CC","3655991988","2000-12-27","melanie.mcbride@university.edu.co","2771 Jonathan Key Suite 930, New Kyleshire, UT 81571","Female","Colombia","+57","3604115238","Chemistry","Enrolled","7","120","38","4.062917243811414","2023-11-22","Active","ADV0027","Dawn Franklin","False","Late","Good","18","Single","1"
"STU000562","Alicia","Scott","TI","3401808725","2008-08-03","alicia.scott@university.edu.co","363 Shaw Locks Apt. 323, Nelsontown, ME 90477","Female","Colombia","+57","3606463777","Political Science","Suspended","1","21","154","4.000079926120704","2022-02-13","Inactive","ADV0037","Adrian Randolph","False","Late","Good","16","Single","1"
"STU000563","Jacob","Murray","CC","6273576653","2004-10-07","jacob.murray@university.edu.co","5793 Crystal Cape Suite 727, Smithview, LA 31161","Male","Colombia","+57","3196948470","Biotechnology","Suspended","7","123","43","2.908961270602357","2022-08-24","Inactive","ADV0031","Jeffrey Mcintosh","False","Pending","Poor","19","Single","3"
"STU000564","Dawn","Garcia","CC","1427537636","2006-07-17","dawn.garcia@university.edu.co","5610 Thomas Junctions Apt. 340, Jacksonbury, SD 84568","Female","Colombia","+57","3313440066","Architecture","Enrolled","5","88","72","3.837978267993149","2021-07-19","Active","ADV0001","Jordan Tran","False","Paid","Average","18","Single","2"
"STU000565","Todd","Hodge","TI","6129740753","2009-02-21","todd.hodge@university.edu.co","89566 Marcus Freeway Suite 023, Stewartshire, MP 31144","Male","Ecuador","+593","9131635890","Psychology","Enrolled","2","36","135","3.685999172915343","2021-06-21","Active","ADV0034","Stanley Harris","False","Paid","Average","16","Divorced","4"
"STU000566","Linda","Cunningham","CC","323045524","2003-03-27","linda.cunningham@university.edu.co","4234 Jennifer Burgs, New Samanthaland, CO 29575","Female","Colombia","+57","3585916697","Medicine","Enrolled","7","126","51","3.8516749769750724","2024-03-07","Active","ADV0033","Cindy Wilson","False","Late","Average","20","Single","0"
"STU000567","Priscilla","Reyes","CC","9049494281","2001-01-05","priscilla.reyes@university.edu.co","86169 Thompson Union Suite 777, South Stacieside, MA 68146","Female","Colombia","+57","3784796811","Psychology","Withdrawn","6","85","58","3.2484090869462827","2022-05-26","Inactive","ADV0045","Antonio Graham","False","Pending","Average","20","Single","0"
"STU000568","Stuart","Owen","CC","473313162","2000-06-06","stuart.owen@university.edu.co","PSC 0024, Box 5875, APO AA 51231","Male","Colombia","+57","3327185366","Computer Science","Suspended","6","107","46","3.2807870231116727","2023-05-30","Inactive","ADV0023","Sandra Williams","False","Late","Average","18","Single","2"
"STU000569","Kayla","Brady","CC","8714091420","2007-05-07","kayla.brady@university.edu.co","4782 Frank Curve, New Racheltown, MN 77380","Female","Colombia","+57","3365536542","Biology","Enrolled","6","126","17","4.484387134083838","2022-06-30","Active","ADV0012","Joseph Freeman","False","Late","Good","16","Single","2"
"STU000570","Donna","Young","CC","6597439577","2006-11-29","donna.young@university.edu.co","374 Welch Field Suite 968, East Molly, LA 97743","Female","Colombia","+57","3588977659","Economics","Withdrawn","4","68","79","4.024425112320513","2023-11-12","Inactive","ADV0003","Aaron Mills","False","Paid","Good","19","Married","4"
"STU000571","Scott","Moore","CC","5210553931","2007-08-25","scott.moore@university.edu.co","9624 Jesse Falls Apt. 213, Lake Donaldton, NE 77639","Male","Colombia","+57","3108603770","Chemistry","Enrolled","5","94","78","3.553708600588163","2021-12-14","Active","ADV0003","Carrie Kelley","False","Pending","Average","16","Single","2"
